X,Y,UNITDESC,ARTERIALCLASSCD,SIGNAL_TYPE_x,collision_count,streetlights,streetlights_height_avg,related_street_num,PVMTCONDINDX1_mean,SLOPE_PCT_mean,TRANCLASS_mean,SPEEDLIMIT_mean,SIGNAL_TYPE_y,COMPTYPE,CONDITION,INT_SIGNAL_TYPE_CD,PEDSIGNALYN,PEDAUDIODEVICEYN,PP_QUANTITY,PH_QUANTITY,BIKESIGNALHDYN,LTTURNSIGNALYN,RTTURNSIGNALYN,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,NUM_ATTACHMENTS
-122.354420797,47.6670737590001,PHINNEY AVE N AND N 53RD ST,2.0,CITY,1,2,36.5,3.0,43.66666666666666,4.0,2.0,23.33333333333333,SEMI,74.0,FAIR,CITY,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.386767097,47.570191364,CALIFORNIA AVE SW AND SW CHARLESTOWN ST,2.0,CITY,26,3,48.333333333333336,4.0,67.25,2.0,1.0,23.75,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.290762399,47.708372179,35TH AVE NE AND NE 110TH ST,2.0,CITY,13,0,0.0,4.0,66.25,1.5,1.5,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.337873477,47.6129582670001,5TH AVE AND STEWART ST,1.0,CITY,70,1,0.0,4.0,76.75,3.25,1.5,25.0,PRE,74.0,POOR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.32597478,47.586174714,6TH AVE S AND S HOLGATE ST,2.0,CITY,47,0,0.0,4.0,32.25,0.25,0.5,25.0,PRE,74.0,POOR,CITY,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.312148791,47.65534016,15TH AVE NE AND NE 40TH ST,1.0,CITY,18,2,0.0,3.0,85.66666666666667,3.6666666666666665,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.350690507,47.6170187070001,2ND AVE AND CLAY ST,1.0,NONE,3,0,0.0,4.0,83.0,2.5,1.0,22.5,PRE,74.0, ,NONE,N,N,0.0,8.0,Y,N,N,N,N,N,0.0
-122.392858297,47.6686548500001,28TH AVE NW AND NW MARKET ST,2.0,CITY,12,2,30.0,4.0,38.5,1.75,1.0,22.5,SEMI,74.0,FAIR,CITY,N,N,9.0,8.0,N,N,N,Y,Y,N,0.0
-122.334214504,47.5556630580001,1ST AVE S AND S DAWSON ST,1.0,CITY,24,0,0.0,4.0,75.75,0.25,1.0,25.0,SEMI,74.0,FAIR,CITY,N,N,8.0,16.0,N,N,N,N,Y,N,2.0
-122.355424171,47.6221031920001,1ST AVE N AND HARRISON ST,1.0,CITY,37,1,35.0,3.0,43.333333333333336,2.0,1.3333333333333333,23.33333333333333,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.320754792,47.6080734670001,BROADWAY AND CHERRY ST,2.0,CITY,13,1,55.0,3.0,97.33333333333331,0.6666666666666666,2.0,23.33333333333333,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,Y,N,N,N,N,N,1.0
-122.315517864,47.613354212,13TH AVE AND E MADISON ST,1.0,CITY,28,2,37.5,4.0,33.0,4.25,2.25,23.75,SEMI,74.0,POOR,CITY,N,N,2.0,12.0,N,N,N,N,N,N,0.0
-122.302499625,47.6202072950001,23RD AVE E AND E JOHN ST,1.0,CITY,140,3,34.333333333333336,4.0,69.5,5.0,2.5,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,Y,N,N,N,N,0.0
-122.366173906,47.6708899020001,8TH AVE NW AND NW 58TH ST,2.0,HALFPED,8,2,50.0,4.0,63.25,1.5,1.5,22.5,SEMI,74.0,POOR,HALFPED,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.352763053,47.7050755550001,DAYTON AVE N AND N 105TH ST,1.0,CITY,43,4,42.5,4.0,83.75,1.75,1.5,26.25,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,Y,Y,1.0
-122.344813665,47.7123192230001,AURORA AVE N AND N 115TH ST,1.0,CITY,75,1,60.0,3.0,30.33333333333333,1.6666666666666667,2.333333333333333,31.666666666666668,SEMI,74.0,POOR,CITY,N,N,13.0,6.0,N,Y,N,N,Y,N,22.0
-122.329698789,47.6175046180001,HOWELL ST AND YALE AVE,1.0,CITY,32,3,21.0,3.0,34.333333333333336,1.0,1.6666666666666667,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.301354772,47.708425694,LAKE CITY WAY NE AND NE 110TH ST,1.0,CITY,24,2,529.5,3.0,15.666666666666666,4.0,1.3333333333333333,31.666666666666668,SEMI,74.0,POOR,CITY,N,N,4.0,6.0,N,N,N,N,N,N,0.0
-122.320749632,47.6062125540001,BROADWAY AND JEFFERSON ST,2.0,CITY,32,3,46.66666666666666,3.0,77.0,3.0,1.6666666666666667,25.0,SEMI,74.0,GOOD,CITY,N,N,4.0,16.0,N,N,N,Y,N,N,1.0
-122.306528213,47.6612571310001,20TH AVE NE AND NE 45TH ST,1.0,CITY,25,4,33.0,3.0,65.0,2.333333333333333,2.0,25.0,SEMI,74.0,POOR,CITY,N,N,2.0,6.0,N,N,N,N,N,N,0.0
-122.38754222,47.6795059240001,24TH AVE NW AND NW 70TH ST,2.0,HALFPED,5,3,46.66666666666666,4.0,51.25,4.5,1.5,22.5,SEMI,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.335827126,47.624542746,BOREN AVE N AND MERCER SR ST,1.0,CITY,23,0,0.0,1.0,0.0,1.0,0.0,20.0,SEMI,74.0, ,CITY,Y,N,4.0,0.0,N,N,N,N,N,Y,0.0
-122.375450328,47.694721085,HOLMAN RD NW AND MARY AVE NW,1.0,HALFPED,26,1,55.0,4.0,83.75,1.0,1.5,25.0,SEMI,74.0,FAIR,HALFPED,Y,Y,2.0,2.0,N,N,N,N,N,N,0.0
-122.348858939,47.619743914,4TH AVE N AND BROAD ST,1.0,CITY,20,2,29.5,3.0,65.0,1.3333333333333333,2.0,23.33333333333333,SEMI,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.302769955,47.6080089610001,23RD AVE AND E CHERRY ST,1.0,CITY,83,4,34.25,4.0,64.0,2.5,2.5,25.0,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.301513791,47.63791295,24TH AVE E AND E NEWTON N ST,1.0,CITY,2,1,60.0,2.0,25.0,3.0,2.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,12.0,N,N,N,N,N,N,0.0
-122.323910049,47.592428716,AIRPORT WAY S AND S ROYAL BROUGHAM WAY,1.0,CITY,31,3,30.0,6.0,76.16666666666667,0.5,1.6666666666666667,26.666666666666668,SEMI,74.0,POOR,CITY,N,N,2.0,8.0,N,N,N,Y,N,N,51.0
-122.28922062,47.661150503,36TH AVE NE AND NE 45TH ST,1.0,HALFPED,14,2,45.0,3.0,75.66666666666667,2.0,2.0,26.666666666666668,SEMI,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.322110925,47.6140661960001,HARVARD AVE AND E PIKE ST,2.0,CITY,30,2,45.0,4.0,22.0,2.75,1.5,22.5,PRE,74.0,GOOD,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.365912539,47.5173632010001,26TH AVE SW AND SW ROXBURY ST,1.0,CITY,78,0,0.0,3.0,49.333333333333336,4.666666666666667,2.333333333333333,25.0,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.340072908,47.668449051,GREEN LAKE WAY N AND N CLOGSTON WAY,2.0,HALFPED,1,2,45.0,3.0,51.0,2.0,2.0,23.33333333333333,SEMI,74.0,POOR,HALFPED,Y,N,4.0,4.0,Y,N,N,N,N,N,0.0
-122.373593868,47.663661748,14TH AVE NW AND NW LEARY WAY,1.0,CITY,29,0,0.0,4.0,58.0,0.5,1.5,22.5,SEMI,74.0, ,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.353959964,47.66501938,PHINNEY AVE N AND N 50TH E ST,2.0,CITY,8,2,35.0,2.0,44.0,2.0,3.0,25.0,SEMI,74.0,FAIR,CITY,N,N,2.0,12.0,N,N,N,N,N,N,0.0
-122.363282608,47.5683474640001,DELRIDGE WAY SW AND SW ANDOVER ST,1.0,CITY,47,2,60.0,4.0,60.25,5.75,2.25,23.75,SEMI,74.0,POOR,CITY,N,N,4.0,15.0,N,N,N,N,N,N,1.0
-122.320758339,47.610183798,BROADWAY AND MARION ST,2.0,NONE,6,2,45.0,3.0,94.66666666666669,4.0,2.0,23.33333333333333,SEMI,74.0, ,NONE,N,N,4.0,0.0,Y,N,N,N,N,N,1.0
-122.398313609,47.6675399550001,32ND AVE NW AND NW 54TH ST,2.0,CITY,6,3,32.666666666666664,4.0,59.25,0.75,1.75,23.75,FULL,74.0,POOR,CITY,N,N,8.0,16.0,N,N,N,N,N,N,0.0
-122.30086884,47.6866743460001,25TH AVE NE AND NE 80TH ST,1.0,HALFPED,4,3,45.0,4.0,71.75,2.0,1.5,22.5,SEMI,74.0,POOR,HALFPED,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.329378238,47.564633631,4TH AVE S AND COSTCO DR,1.0,CITY,11,0,0.0,2.0,65.0,0.5,2.0,30.0,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,Y,N,Y,Y,N,0.0
-122.340953872,47.632271233,GALER ST AND WESTLAKE S AVE N,1.0,NONE,12,1,35.0,1.0,0.0,9.0,0.0,20.0,SEMI,74.0, ,NONE,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.323416106,47.6431860220001,BOYLSTON AVE E AND E ROANOKE ST,2.0,CITY,17,1,40.0,4.0,32.75,4.25,1.5,23.75,FULL,74.0,POOR,CITY,N,N,0.0,8.0,N,Y,Y,N,N,N,0.0
-122.360628231,47.624598587,3RD AVE W AND W MERCER ST,1.0,CITY,13,3,49.0,4.0,38.25,2.75,1.0,25.0,PRE,74.0,POOR,CITY,N,N,8.0,16.0,N,N,N,Y,N,Y,0.0
-122.328879837,47.734094875,1ST AVE NE AND NE 145TH ST,1.0,CITY,65,2,62.5,2.0,34.5,5.0,3.0,30.0,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,0.0
-122.292433452,47.7337528090001,LAKE CITY WAY NE AND NE 145TH ST,1.0,CITY,51,0,0.0,3.0,25.33333333333333,2.333333333333333,2.333333333333333,30.0,FULL,74.0,POOR,CITY,N,N,9.0,8.0,N,Y,N,N,N,N,0.0
-122.346245715,47.6179083800001,5TH AVE AND VINE ST,2.0,CITY,30,0,0.0,4.0,51.0,0.75,1.0,22.5,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.342280211,47.7232107150001,STONE AVE N AND N 130TH ST,1.0,CITY,89,3,45.0,4.0,38.0,1.5,1.5,22.5,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.376638375,47.524652159,35TH AVE SW AND SW TRENTON ST,1.0,CITY,13,4,45.25,4.0,55.5,2.5,1.0,23.75,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.31061722,47.6520623920001,NE PACIFIC ST AND XW 17 AVNE,1.0,MIDXWALK,0,2,30.0,2.0,56.5,1.5,1.0,25.0,SEMI,74.0,POOR,MIDXWALK,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.336884603,47.608756224,3RD AVE AND UNION ST,1.0,CITY,51,2,0.0,4.0,57.75,2.75,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.296313995,47.719284891,30TH AVE NE AND NE 125TH ST,1.0,CITY,55,1,35.0,4.0,51.75,1.0,1.75,25.0,SEMI,74.0,FAIR,CITY,N,N,0.0,15.0,N,Y,N,N,N,N,0.0
-122.356719861,47.6232768130001,QUEEN ANNE AVE N AND REPUBLICAN ST,1.0,CITY,21,3,30.666666666666668,3.0,46.66666666666666,2.333333333333333,1.3333333333333333,23.33333333333333,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.355571341,47.734130319,GREENWOOD AVE N AND N 145TH ST,1.0,CITY,22,0,0.0,3.0,46.333333333333336,2.333333333333333,2.6666666666666665,30.0,FULL,74.0,POOR,CITY,N,N,8.0,16.0,N,Y,N,N,N,N,0.0
-122.284079245,47.6316818430001,38TH AVE E AND E MADISON ST,2.0,HALFPED,3,1,50.0,4.0,48.25,4.5,1.5,22.5,SEMI,74.0,POOR,HALFPED,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.348869767,47.625427884,4TH AVE N AND ROY ST,1.0,CITY,14,1,60.0,4.0,56.5,3.5,1.5,22.5,PRE,74.0,POOR,CITY,N,N,4.0,16.0,N,Y,N,Y,N,Y,1.0
-122.328967514,47.59919689,4TH AVE S AND S JACKSON ST,1.0,CITY,146,2,0.0,4.0,79.75,2.75,2.0,25.0,SEMI,74.0,FAIR,CITY,N,Y,0.0,8.0,N,N,N,N,N,N,0.0
-122.279658455,47.553404802,RAINIER AVE S AND S BRANDON ST,1.0,HALFPED,29,3,35.333333333333336,4.0,56.75,3.5,1.0,22.5,SEMI,74.0,FAIR,HALFPED,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.333717787,47.6613865790001,MERIDIAN AVE N AND N 45TH ST,2.0,CITY,30,3,35.0,4.0,58.5,1.75,1.75,23.75,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.31243036,47.708528406,15TH AVE NE AND NE NORTHGATE WAY,1.0,CITY,59,1,65.0,4.0,70.0,3.0,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,16.0,16.0,N,Y,N,N,N,N,0.0
-122.33779494,47.6856497810001,GREEN LAKE DR N AND EAST GREEN LAKE DR N,2.0,NONE,20,1,35.0,2.0,59.0,1.5,0.0,25.0,FULL,74.0, ,NONE,N,N,6.0,6.0,Y,N,N,N,N,N,0.0
-122.341828108,47.6905420900001,STONE AVE N AND N 85TH W ST,1.0,HALFPED,21,2,524.5,1.0,89.0,0.0,0.0,20.0,SEMI,74.0,FAIR,HALFPED,Y,Y,2.0,4.0,N,N,N,N,N,N,0.0
-122.356709221,47.624582973,MERCER ST AND QUEEN ANNE AVE N,1.0,CITY,88,2,42.5,3.0,81.66666666666667,1.3333333333333333,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,8.0,8.0,N,N,N,Y,N,Y,1.0
-122.318159434,47.6152543920001,11TH AVE AND E PINE ST,2.0,CITY,23,3,38.333333333333336,4.0,61.25,2.25,1.0,22.5,PRE,74.0,GOOD,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.343493771,47.613936107,3RD AVE AND BLANCHARD ST,2.0,CITY,24,0,0.0,4.0,67.75,2.0,1.5,22.5,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.355546711,47.7232336690001,GREENWOOD AVE N AND N 130TH ST,1.0,CITY,40,1,35.0,4.0,67.5,0.5,1.75,27.5,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,Y,N,N,N,N,2.0
-122.32896509,47.600036018,4TH AVE S AND S MAIN ST,1.0,CITY,31,1,28.0,4.0,67.0,7.75,0.5,23.75,SEMI,74.0,FAIR,CITY,N,N,0.0,16.0,Y,N,N,N,N,N,0.0
-122.331995363,47.6084435650001,6TH AVE AND SENECA ST,1.0,STATE,84,2,15.0,4.0,46.75,5.75,3.0,25.0,PRE,74.0, ,STATE,N,N,10.0,0.0,N,N,N,N,N,N,0.0
-122.329056505,47.5798094510001,4TH AVE S AND S LANDER ST,1.0,CITY,75,0,0.0,4.0,71.25,0.25,1.0,27.5,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,Y,N,Y,Y,Y,2.0
-122.296726928,47.571979836,M L KING JR ER WAY S AND S WALDEN ST,1.0,CITY,19,1,33.0,2.0,32.5,2.0,2.0,20.0,SEMI,74.0,GOOD,CITY,N,N,10.0,16.0,N,Y,N,Y,N,N,0.0
-122.316577093,47.5942816840001,GOLF DR S AND S CHARLES ST,2.0,CITY,23,3,33.333333333333336,3.0,51.333333333333336,6.666666666666667,1.0,23.33333333333333,SEMI,74.0,FAIR,CITY,N,N,2.0,8.0,N,N,N,Y,N,N,0.0
-122.31745696,47.6815539310001,ROOSEVELT WAY NE AND NE 73RD ST,1.0,CITY,26,2,42.5,4.0,64.0,4.0,1.5,25.0,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,N,N,N,Y,N,N,1.0
-122.330722961,47.6184917580001,DENNY WAY AND STEWART ST,1.0,CITY,100,2,35.0,5.0,52.0,2.6,1.4,24.0,PRE,74.0,FAIR,CITY,N,N,8.0,8.0,N,Y,N,N,N,Y,1.0
-122.336257071,47.655648715,WALLINGFORD AVE N AND N 40TH ST,2.0,CITY,21,1,40.0,4.0,44.75,3.25,2.5,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.376195353,47.6334990500001,15TH AVE W AND MAGNOLIA BR,1.0,CITY,19,0,0.0,3.0,46.66666666666666,0.0,2.0,28.33333333333333,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.322769421,47.592781824,AIRPORT NB WAY S AND S ROYAL BROUGHAM WAY,1.0,CITY,4,0,0.0,1.0,52.0,1.0,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,4.0,N,Y,N,N,N,N,0.0
-122.350465547,47.613366963,ELLIOTT AVE AND WALL ST,1.0,CITY,52,4,35.0,4.0,50.0,5.75,3.0,25.0,PRE,74.0,POOR,CITY,N,N,2.0,12.0,N,N,N,N,N,N,0.0
-122.356729292,47.6221083560001,HARRISON ST AND QUEEN ANNE AVE N,1.0,CITY,25,3,36.66666666666666,3.0,36.0,3.0,1.3333333333333333,23.33333333333333,PRE,74.0,GOOD,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.342474618,47.654662472,BRIDGE WAY N AND STONE WAY N,2.0,CITY,11,1,999.0,3.0,69.33333333333333,3.333333333333333,2.333333333333333,25.0,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,1.0
-122.317227979,47.5983375930001,12TH AVE S AND S KING ST,2.0,CITY,52,5,40.2,4.0,40.5,2.25,1.5,22.5,SEMI,74.0,FAIR,CITY,N,N,12.0,8.0,N,Y,N,N,N,N,0.0
-122.336890899,47.6054082910001,1ST AVE AND SPRING ST,2.0,CITY,113,1,0.0,4.0,61.5,8.0,1.25,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.296798193,47.604242098,M L KING JR WAY AND E ALDER ST,2.0,NONE,15,1,45.0,4.0,86.25,4.0,1.5,22.5,SEMI,74.0, ,NONE,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.376169703,47.642943664,15TH AVE W AND GILMAN UPPER DR W,1.0,CITY,35,1,60.0,2.0,67.0,1.0,2.0,30.0,SEMI,74.0,FAIR,CITY,N,N,2.0,6.0,N,Y,N,N,N,N,0.0
-122.339614349,47.615160158,6TH AVE AND LENORA ST,1.0,CITY,27,0,0.0,4.0,64.25,2.5,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.329055419,47.5818932230001,4TH AVE S AND S STACY ST,1.0,CITY,9,0,0.0,3.0,66.66666666666667,0.0,0.6666666666666666,26.666666666666668,SEMI,74.0,FAIR,CITY,N,N,6.0,6.0,N,N,N,Y,Y,N,1.0
-122.381525997,47.5556296,FAUNTLEROY WAY SW AND SW DAWSON ST,1.0,HALFPED,13,3,368.0,4.0,76.5,2.75,1.0,22.5,SEMI,74.0, ,HALFPED,Y,N,2.0,0.0,N,N,N,N,N,N,1.0
-122.328501772,47.701363826,1ST AVE NE AND NE 100TH ST,2.0,CITY,4,2,517.0,3.0,26.0,1.6666666666666667,2.0,25.0,SEMI,74.0,POOR,CITY,N,N,12.0,16.0,N,Y,Y,N,N,N,0.0
-122.280845727,47.6668098870001,SAND POINT WAY NE AND NE 52ND ST,1.0,NONE,5,0,0.0,4.0,79.25,2.0,1.5,25.0,SEMI,74.0, ,NONE,N,N,8.0,0.0,N,N,N,N,N,N,0.0
-122.345311738,47.617355784,5TH AVE AND WALL ST,1.0,CITY,45,1,0.0,4.0,81.0,1.0,2.5,25.0,SEMI,74.0,POOR,CITY,N,N,0.0,8.0,N,N,N,Y,N,N,0.0
-122.325977924,47.577725087,6TH AVE S AND S FOREST ST,2.0,CITY,13,0,0.0,4.0,63.75,0.25,1.0,23.75,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.337792916,47.6097497330001,3RD AVE AND PIKE ST,1.0,CITY,55,1,0.0,4.0,77.25,1.0,1.5,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.32957749,47.5504591220001,4TH AVE S AND S FIDALGO ST,1.0,CITY,16,1,60.0,4.0,24.5,0.0,1.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,4.0,N,N,N,N,Y,N,1.0
-122.346512957,47.6133751680001,1ST AVE AND BELL ST,2.0,CITY,43,3,0.0,4.0,19.0,4.0,1.0,22.5,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.357361098,47.6186094180001,WESTERN AVE W AND W DENNY WAY,1.0,CITY,38,2,37.5,2.0,65.0,4.0,1.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,4.0,N,N,N,N,N,N,0.0
-122.293193746,47.722899066,LAKE CITY WAY NE AND NE 130TH ST,1.0,CITY,75,1,999.0,4.0,34.75,1.75,1.0,25.0,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,Y,N,N,N,N,0.0
-122.282178852,47.538883866,M L KING JR WR WAY S AND S MYRTLE ST,1.0,CITY,80,1,33.0,2.0,62.0,0.0,0.0,20.0,SEMI,74.0,GOOD,CITY,N,N,10.0,16.0,N,Y,N,N,N,N,0.0
-122.281293191,47.5370423040001,M L KING JR WR WAY S AND S OTHELLO ST,1.0,CITY,157,2,34.0,2.0,38.0,0.0,2.0,25.0,SEMI,74.0,GOOD,CITY,N,N,11.0,16.0,N,Y,N,N,N,N,0.0
-122.372562261,47.5646611560001,SW AVALON WAY AND SW GENESEE ST,2.0,CITY,17,1,55.0,4.0,54.5,8.0,1.75,23.75,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,N,N,N,N,N,N,4.0
-122.314829497,47.5352605240001,14TH AVE S AND EAST MARGINAL WAY S,1.0,CITY,26,0,0.0,3.0,48.66666666666666,0.3333333333333333,1.3333333333333333,26.666666666666668,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,1.0
-122.376761493,47.521070014,35TH AVE SW AND SW BARTON ST,1.0,CITY,77,3,44.333333333333336,4.0,54.5,2.0,2.25,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.306136441,47.617263316,20TH AVE AND E MADISON ST,1.0,CITY,27,2,52.5,4.0,55.25,3.0,1.5,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,Y,N,N,0.0
-122.371327465,47.521045966,30TH AVE SW AND SW BARTON ST,2.0,CITY,7,4,37.5,4.0,51.5,2.25,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.376307092,47.5519612800001,35TH AVE SW AND SW FINDLAY ST,1.0,CITY,9,2,46.5,4.0,26.75,2.25,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.320853411,47.643192932,BROADWAY E AND E ROANOKE ST,2.0,NONE,4,1,65.0,3.0,48.0,1.3333333333333333,2.0,23.33333333333333,SEMI,74.0, ,NONE,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.33016246,47.6613691320001,SUNNYSIDE AVE N AND N 45TH ST,2.0,HALFPED,20,2,33.0,4.0,69.5,3.25,1.0,22.5,SEMI,74.0,FAIR,HALFPED,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.337025912,47.553440075,EAST MARGINAL WAY S AND S LUCILE ST,1.0,CITY,30,0,0.0,3.0,46.0,0.0,1.3333333333333333,35.0,SEMI,74.0,POOR,CITY,N,N,2.0,4.0,N,Y,N,N,Y,Y,4.0
-122.325608025,47.664987534,LATONA AVE NE AND NE 50TH W ST,1.0,CITY,24,2,42.5,1.0,36.0,3.0,3.0,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.314152318,47.608047979,14TH AVE AND E CHERRY ST,2.0,CITY,33,4,36.5,4.0,64.75,4.0,0.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.355414635,47.623271523,1ST AVE N AND REPUBLICAN ST,1.0,CITY,32,1,35.0,4.0,31.5,2.0,1.0,22.5,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,Y,0.0
-122.298050652,47.588311832,M L KING JR WAY S AND S MASSACHUSETTS ST,2.0,CITY,59,1,33.0,4.0,66.5,5.0,1.5,23.75,SEMI,74.0,POOR,CITY,N,N,8.0,16.0,N,N,N,N,N,N,0.0
-122.315279688,47.6830862640001,12TH AVE NE AND NE 75TH ST,1.0,CITY,44,2,46.5,4.0,66.75,2.25,2.25,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.347028516,47.616025968,3RD AVE AND WALL ST,1.0,CITY,25,2,0.0,4.0,70.0,1.25,2.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.322099056,47.64871064,HARVARD AVE E AND E ALLISON ST,2.0,CITY,6,4,40.0,4.0,57.5,5.0,1.5,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,20.0,N,N,N,N,N,N,0.0
-122.337111344,47.5398126590001,2ND AVE SW AND HIGHLAND PARK WAY SW,1.0,CITY,31,0,0.0,4.0,43.25,0.75,1.5,26.25,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,0.0
-122.344353399,47.613271223,2ND AVE AND BLANCHARD ST,1.0,CITY,29,0,0.0,4.0,51.25,3.5,2.0,22.5,SEMI,74.0,GOOD,CITY,N,N,0.0,8.0,Y,Y,N,N,N,N,0.0
-122.31673339,47.6128892360001,12TH AVE AND E MADISON ST,1.0,CITY,143,4,42.5,4.0,72.25,3.25,1.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,10.0,N,N,N,N,N,N,0.0
-122.33446377,47.611142398,6TH AVE AND PIKE ST,1.0,CITY,66,0,0.0,4.0,45.75,3.0,2.5,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.289243642,47.5679483760001,RAINIER AVE S AND S ANDOVER ST,1.0,CITY,33,1,33.0,3.0,66.66666666666667,0.0,1.3333333333333333,23.33333333333333,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,0.0
